"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1500000US060374314004","Block Group 4; Census Tract 4314; Los Angeles County; California","-","**",
"1500000US060374315011","Block Group 1; Census Tract 4315.01; Los Angeles County; California","1258","327",
"1500000US060374315012","Block Group 2; Census Tract 4315.01; Los Angeles County; California","2021","443",
"1500000US060374315013","Block Group 3; Census Tract 4315.01; Los Angeles County; California","1689","118",
"1500000US060374315021","Block Group 1; Census Tract 4315.02; Los Angeles County; California","3106","300",
"1500000US060374315022","Block Group 2; Census Tract 4315.02; Los Angeles County; California","2275","995",
"1500000US060374315023","Block Group 3; Census Tract 4315.02; Los Angeles County; California","1939","298",
"1500000US060374315024","Block Group 4; Census Tract 4315.02; Los Angeles County; California","2456","461",
"1500000US060374316001","Block Group 1; Census Tract 4316; Los Angeles County; California","2744","1356",
"1500000US060374316002","Block Group 2; Census Tract 4316; Los Angeles County; California","1542","484",
"1500000US060374316003","Block Group 3; Census Tract 4316; Los Angeles County; California","3482","585",
"1500000US060374317011","Block Group 1; Census Tract 4317.01; Los Angeles County; California","-","**",
"1500000US060374317012","Block Group 2; Census Tract 4317.01; Los Angeles County; California","-","**",
"1500000US060374317013","Block Group 3; Census Tract 4317.01; Los Angeles County; California","-","**",
"1500000US060374317014","Block Group 4; Census Tract 4317.01; Los Angeles County; California","3,500+","***",
"1500000US060374317015","Block Group 5; Census Tract 4317.01; Los Angeles County; California","2207","1026",
"1500000US060374318001","Block Group 1; Census Tract 4318; Los Angeles County; California","2206","349",
"1500000US060374318002","Block Group 2; Census Tract 4318; Los Angeles County; California","2563","1054",
"1500000US060374318003","Block Group 3; Census Tract 4318; Los Angeles County; California","1957","210",
"1500000US060374319001","Block Group 1; Census Tract 4319; Los Angeles County; California","1926","430",
"1500000US060374319002","Block Group 2; Census Tract 4319; Los Angeles County; California","1742","73",
"1500000US060374319003","Block Group 3; Census Tract 4319; Los Angeles County; California","1732","325",
"1500000US060374320011","Block Group 1; Census Tract 4320.01; Los Angeles County; California","1225","631",
"1500000US060374320012","Block Group 2; Census Tract 4320.01; Los Angeles County; California","2789","85",
"1500000US060374320021","Block Group 1; Census Tract 4320.02; Los Angeles County; California","-","**",
"1500000US060374320022","Block Group 2; Census Tract 4320.02; Los Angeles County; California","1726","149",
"1500000US060374320023","Block Group 3; Census Tract 4320.02; Los Angeles County; California","1438","272",
"1500000US060374320024","Block Group 4; Census Tract 4320.02; Los Angeles County; California","2728","688",
"1500000US060374321011","Block Group 1; Census Tract 4321.01; Los Angeles County; California","2321","251",
"1500000US060374321012","Block Group 2; Census Tract 4321.01; Los Angeles County; California","2708","627",
"1500000US060374321013","Block Group 3; Census Tract 4321.01; Los Angeles County; California","2685","607",
"1500000US060374321021","Block Group 1; Census Tract 4321.02; Los Angeles County; California","2205","601",
"1500000US060374321022","Block Group 2; Census Tract 4321.02; Los Angeles County; California","2385","371",
"1500000US060374321023","Block Group 3; Census Tract 4321.02; Los Angeles County; California","-","**",
"1500000US060374321024","Block Group 4; Census Tract 4321.02; Los Angeles County; California","2863","902",
"1500000US060374321025","Block Group 5; Census Tract 4321.02; Los Angeles County; California","3250","527",
"1500000US060374322011","Block Group 1; Census Tract 4322.01; Los Angeles County; California","1667","342",
"1500000US060374322012","Block Group 2; Census Tract 4322.01; Los Angeles County; California","1872","448",
"1500000US060374322021","Block Group 1; Census Tract 4322.02; Los Angeles County; California","1440","233",
"1500000US060374322022","Block Group 2; Census Tract 4322.02; Los Angeles County; California","1364","120",
"1500000US060374322023","Block Group 3; Census Tract 4322.02; Los Angeles County; California","1777","102",
"1500000US060374323001","Block Group 1; Census Tract 4323; Los Angeles County; California","2206","129",
"1500000US060374323002","Block Group 2; Census Tract 4323; Los Angeles County; California","2083","460",
"1500000US060374323003","Block Group 3; Census Tract 4323; Los Angeles County; California","1947","200",
"1500000US060374324011","Block Group 1; Census Tract 4324.01; Los Angeles County; California","1741","114",
"1500000US060374324012","Block Group 2; Census Tract 4324.01; Los Angeles County; California","1859","542",
"1500000US060374324021","Block Group 1; Census Tract 4324.02; Los Angeles County; California","1815","138",
"1500000US060374324022","Block Group 2; Census Tract 4324.02; Los Angeles County; California","1164","307",
"1500000US060374324023","Block Group 3; Census Tract 4324.02; Los Angeles County; California","1648","158",
"1500000US060374325011","Block Group 1; Census Tract 4325.01; Los Angeles County; California","1917","492",
"1500000US060374325012","Block Group 2; Census Tract 4325.01; Los Angeles County; California","1645","170",
"1500000US060374325021","Block Group 1; Census Tract 4325.02; Los Angeles County; California","2035","1093",
"1500000US060374325022","Block Group 2; Census Tract 4325.02; Los Angeles County; California","1757","807",
"1500000US060374326011","Block Group 1; Census Tract 4326.01; Los Angeles County; California","1860","179",
"1500000US060374326012","Block Group 2; Census Tract 4326.01; Los Angeles County; California","1828","170",
"1500000US060374326013","Block Group 3; Census Tract 4326.01; Los Angeles County; California","1281","596",
"1500000US060374326014","Block Group 4; Census Tract 4326.01; Los Angeles County; California","1672","299",
"1500000US060374326021","Block Group 1; Census Tract 4326.02; Los Angeles County; California","1504","227",
"1500000US060374326022","Block Group 2; Census Tract 4326.02; Los Angeles County; California","1848","198",
"1500000US060374326023","Block Group 3; Census Tract 4326.02; Los Angeles County; California","1953","1040",
"1500000US060374327001","Block Group 1; Census Tract 4327; Los Angeles County; California","1487","236",
"1500000US060374327002","Block Group 2; Census Tract 4327; Los Angeles County; California","1286","220",
"1500000US060374327003","Block Group 3; Census Tract 4327; Los Angeles County; California","2253","352",
"1500000US060374328011","Block Group 1; Census Tract 4328.01; Los Angeles County; California","827","71",
"1500000US060374328012","Block Group 2; Census Tract 4328.01; Los Angeles County; California","1083","1033",
"1500000US060374328021","Block Group 1; Census Tract 4328.02; Los Angeles County; California","1686","77",
"1500000US060374328022","Block Group 2; Census Tract 4328.02; Los Angeles County; California","1501","165",
"1500000US060374328023","Block Group 3; Census Tract 4328.02; Los Angeles County; California","1579","132",
"1500000US060374329011","Block Group 1; Census Tract 4329.01; Los Angeles County; California","1549","617",
"1500000US060374329012","Block Group 2; Census Tract 4329.01; Los Angeles County; California","1750","17",
"1500000US060374329013","Block Group 3; Census Tract 4329.01; Los Angeles County; California","1446","244",
"1500000US060374329021","Block Group 1; Census Tract 4329.02; Los Angeles County; California","1763","293",
"1500000US060374329022","Block Group 2; Census Tract 4329.02; Los Angeles County; California","1750","178",
"1500000US060374331031","Block Group 1; Census Tract 4331.03; Los Angeles County; California","1712","504",
"1500000US060374331032","Block Group 2; Census Tract 4331.03; Los Angeles County; California","1582","193",
"1500000US060374331033","Block Group 3; Census Tract 4331.03; Los Angeles County; California","1112","456",
"1500000US060374331034","Block Group 4; Census Tract 4331.03; Los Angeles County; California","1870","310",
"1500000US060374332001","Block Group 1; Census Tract 4332; Los Angeles County; California","903","833",
"1500000US060374332002","Block Group 2; Census Tract 4332; Los Angeles County; California","1375","143",
"1500000US060374332003","Block Group 3; Census Tract 4332; Los Angeles County; California","1618","1032",
"1500000US060374332004","Block Group 4; Census Tract 4332; Los Angeles County; California","1613","142",
"1500000US060374333021","Block Group 1; Census Tract 4333.02; Los Angeles County; California","1503","257",
"1500000US060374333041","Block Group 1; Census Tract 4333.04; Los Angeles County; California","1653","113",
"1500000US060374333042","Block Group 2; Census Tract 4333.04; Los Angeles County; California","1349","172",
"1500000US060374333051","Block Group 1; Census Tract 4333.05; Los Angeles County; California","1575","121",
"1500000US060374333052","Block Group 2; Census Tract 4333.05; Los Angeles County; California","1776","213",
"1500000US060374333061","Block Group 1; Census Tract 4333.06; Los Angeles County; California","1608","297",
"1500000US060374333062","Block Group 2; Census Tract 4333.06; Los Angeles County; California","1668","168",
"1500000US060374333071","Block Group 1; Census Tract 4333.07; Los Angeles County; California","1885","283",
"1500000US060374333072","Block Group 2; Census Tract 4333.07; Los Angeles County; California","1843","188",
"1500000US060374334021","Block Group 1; Census Tract 4334.02; Los Angeles County; California","1485","274",
"1500000US060374334022","Block Group 2; Census Tract 4334.02; Los Angeles County; California","1552","267",
"1500000US060374334031","Block Group 1; Census Tract 4334.03; Los Angeles County; California","1467","179",
"1500000US060374334032","Block Group 2; Census Tract 4334.03; Los Angeles County; California","1497","139",
"1500000US060374334033","Block Group 3; Census Tract 4334.03; Los Angeles County; California","1289","208",
"1500000US060374335051","Block Group 1; Census Tract 4335.05; Los Angeles County; California","1723","95",
"1500000US060374335052","Block Group 2; Census Tract 4335.05; Los Angeles County; California","1509","252",
"1500000US060374335053","Block Group 3; Census Tract 4335.05; Los Angeles County; California","1808","140",
"1500000US060374335061","Block Group 1; Census Tract 4335.06; Los Angeles County; California","1190","228",
"1500000US060374335062","Block Group 2; Census Tract 4335.06; Los Angeles County; California","1548","157",
"1500000US060374336011","Block Group 1; Census Tract 4336.01; Los Angeles County; California","1785","525",
"1500000US060374336012","Block Group 2; Census Tract 4336.01; Los Angeles County; California","1665","139",
"1500000US060374336021","Block Group 1; Census Tract 4336.02; Los Angeles County; California","1696","198",
"1500000US060374338031","Block Group 1; Census Tract 4338.03; Los Angeles County; California","1804","441",
"1500000US060374338032","Block Group 2; Census Tract 4338.03; Los Angeles County; California","2190","478",
"1500000US060374338041","Block Group 1; Census Tract 4338.04; Los Angeles County; California","1778","212",
"1500000US060374338042","Block Group 2; Census Tract 4338.04; Los Angeles County; California","1955","700",
"1500000US060374338043","Block Group 3; Census Tract 4338.04; Los Angeles County; California","2177","172",
"1500000US060374339011","Block Group 1; Census Tract 4339.01; Los Angeles County; California","1733","179",
"1500000US060374339012","Block Group 2; Census Tract 4339.01; Los Angeles County; California","1572","188",
"1500000US060374339013","Block Group 3; Census Tract 4339.01; Los Angeles County; California","1496","313",
"1500000US060374339031","Block Group 1; Census Tract 4339.03; Los Angeles County; California","1400","68",
"1500000US060374339032","Block Group 2; Census Tract 4339.03; Los Angeles County; California","1402","116",
"1500000US060374339033","Block Group 3; Census Tract 4339.03; Los Angeles County; California","1907","458",
"1500000US060374339034","Block Group 4; Census Tract 4339.03; Los Angeles County; California","1682","144",
"1500000US060374340011","Block Group 1; Census Tract 4340.01; Los Angeles County; California","1913","253",
"1500000US060374340012","Block Group 2; Census Tract 4340.01; Los Angeles County; California","1796","85",
"1500000US060374340031","Block Group 1; Census Tract 4340.03; Los Angeles County; California","1447","209",
"1500000US060374340032","Block Group 2; Census Tract 4340.03; Los Angeles County; California","1436","257",
"1500000US060374340033","Block Group 3; Census Tract 4340.03; Los Angeles County; California","1324","245",
"1500000US060374340041","Block Group 1; Census Tract 4340.04; Los Angeles County; California","1662","309",
"1500000US060374341001","Block Group 1; Census Tract 4341; Los Angeles County; California","1846","229",
"1500000US060374341002","Block Group 2; Census Tract 4341; Los Angeles County; California","1833","195",
"1500000US060374341003","Block Group 3; Census Tract 4341; Los Angeles County; California","1164","196",
"1500000US060374341004","Block Group 4; Census Tract 4341; Los Angeles County; California","1827","238",
"1500000US060374341005","Block Group 5; Census Tract 4341; Los Angeles County; California","1409","163",
"1500000US060374600011","Block Group 1; Census Tract 4600.01; Los Angeles County; California","2370","960",
"1500000US060374600021","Block Group 1; Census Tract 4600.02; Los Angeles County; California","3,500+","***",
"1500000US060374600022","Block Group 2; Census Tract 4600.02; Los Angeles County; California","-","**",
"1500000US060374601011","Block Group 1; Census Tract 4601.01; Los Angeles County; California","-","**",
"1500000US060374601012","Block Group 2; Census Tract 4601.01; Los Angeles County; California","-","**",
"1500000US060374601013","Block Group 3; Census Tract 4601.01; Los Angeles County; California","-","**",
"1500000US060374601014","Block Group 4; Census Tract 4601.01; Los Angeles County; California","2170","141",
"1500000US060374601015","Block Group 5; Census Tract 4601.01; Los Angeles County; California","-","**",
"1500000US060374602001","Block Group 1; Census Tract 4602; Los Angeles County; California","-","**",
"1500000US060374602002","Block Group 2; Census Tract 4602; Los Angeles County; California","-","**",
"1500000US060374602003","Block Group 3; Census Tract 4602; Los Angeles County; California","2689","553",
"1500000US060374602004","Block Group 4; Census Tract 4602; Los Angeles County; California","2162","265",
"1500000US060374602005","Block Group 5; Census Tract 4602; Los Angeles County; California","-","**",
"1500000US060374603011","Block Group 1; Census Tract 4603.01; Los Angeles County; California","-","**",
"1500000US060374603012","Block Group 2; Census Tract 4603.01; Los Angeles County; California","1138","1008",
"1500000US060374603013","Block Group 3; Census Tract 4603.01; Los Angeles County; California","3,500+","***",
"1500000US060374603014","Block Group 4; Census Tract 4603.01; Los Angeles County; California","2396","1059",
"1500000US060374603021","Block Group 1; Census Tract 4603.02; Los Angeles County; California","1407","473",
"1500000US060374603022","Block Group 2; Census Tract 4603.02; Los Angeles County; California","2670","673",
"1500000US060374603023","Block Group 3; Census Tract 4603.02; Los Angeles County; California","-","**",
"1500000US060374603024","Block Group 4; Census Tract 4603.02; Los Angeles County; California","2241","539",
"1500000US060374604011","Block Group 1; Census Tract 4604.01; Los Angeles County; California","2153","386",
"1500000US060374605011","Block Group 1; Census Tract 4605.01; Los Angeles County; California","3,500+","***",
"1500000US060374605012","Block Group 2; Census Tract 4605.01; Los Angeles County; California","-","**",
"1500000US060374605013","Block Group 3; Census Tract 4605.01; Los Angeles County; California","3,500+","***",
"1500000US060374605021","Block Group 1; Census Tract 4605.02; Los Angeles County; California","-","**",
"1500000US060374605022","Block Group 2; Census Tract 4605.02; Los Angeles County; California","3,500+","***",
"1500000US060374605023","Block Group 3; Census Tract 4605.02; Los Angeles County; California","3,500+","***",
"1500000US060374606011","Block Group 1; Census Tract 4606.01; Los Angeles County; California","3,500+","***",
"1500000US060374606012","Block Group 2; Census Tract 4606.01; Los Angeles County; California","-","**",
"1500000US060374606013","Block Group 3; Census Tract 4606.01; Los Angeles County; California","3396","551",
"1500000US060374606014","Block Group 4; Census Tract 4606.01; Los Angeles County; California","2318","153",
"1500000US060374607001","Block Group 1; Census Tract 4607; Los Angeles County; California","-","**",
"1500000US060374607002","Block Group 2; Census Tract 4607; Los Angeles County; California","-","**",
"1500000US060374607003","Block Group 3; Census Tract 4607; Los Angeles County; California","-","**",
"1500000US060374607004","Block Group 4; Census Tract 4607; Los Angeles County; California","2113","263",
"1500000US060374607005","Block Group 5; Census Tract 4607; Los Angeles County; California","-","**",
"1500000US060374608001","Block Group 1; Census Tract 4608; Los Angeles County; California","-","**",
"1500000US060374608002","Block Group 2; Census Tract 4608; Los Angeles County; California","-","**",
"1500000US060374609001","Block Group 1; Census Tract 4609; Los Angeles County; California","1618","472",
"1500000US060374609002","Block Group 2; Census Tract 4609; Los Angeles County; California","1828","454",
"1500000US060374609003","Block Group 3; Census Tract 4609; Los Angeles County; California","1391","283",
"1500000US060374609004","Block Group 4; Census Tract 4609; Los Angeles County; California","-","**",
"1500000US060374609005","Block Group 5; Census Tract 4609; Los Angeles County; California","3,500+","***",
"1500000US060374610001","Block Group 1; Census Tract 4610; Los Angeles County; California","1264","153",
"1500000US060374610002","Block Group 2; Census Tract 4610; Los Angeles County; California","1839","204",
"1500000US060374610003","Block Group 3; Census Tract 4610; Los Angeles County; California","-","**",
"1500000US060374610004","Block Group 4; Census Tract 4610; Los Angeles County; California","-","**",
"1500000US060374611001","Block Group 1; Census Tract 4611; Los Angeles County; California","1765","1024",
"1500000US060374611002","Block Group 2; Census Tract 4611; Los Angeles County; California","2141","215",
"1500000US060374611003","Block Group 3; Census Tract 4611; Los Angeles County; California","-","**",
"1500000US060374611004","Block Group 4; Census Tract 4611; Los Angeles County; California","1817","140",
"1500000US060374612001","Block Group 1; Census Tract 4612; Los Angeles County; California","3321","776",
"1500000US060374612002","Block Group 2; Census Tract 4612; Los Angeles County; California","3083","1184",
"1500000US060374612003","Block Group 3; Census Tract 4612; Los Angeles County; California","-","**",
"1500000US060374612004","Block Group 4; Census Tract 4612; Los Angeles County; California","2288","599",
"1500000US060374613001","Block Group 1; Census Tract 4613; Los Angeles County; California","2750","1745",
"1500000US060374613002","Block Group 2; Census Tract 4613; Los Angeles County; California","2567","768",
"1500000US060374613003","Block Group 3; Census Tract 4613; Los Angeles County; California","1721","1576",
"1500000US060374613004","Block Group 4; Census Tract 4613; Los Angeles County; California","2197","850",
"1500000US060374614001","Block Group 1; Census Tract 4614; Los Angeles County; California","1758","192",
"1500000US060374614002","Block Group 2; Census Tract 4614; Los Angeles County; California","2315","612",
"1500000US060374614003","Block Group 3; Census Tract 4614; Los Angeles County; California","1864","496",
"1500000US060374615011","Block Group 1; Census Tract 4615.01; Los Angeles County; California","1938","348",
"1500000US060374615012","Block Group 2; Census Tract 4615.01; Los Angeles County; California","2102","206",
"1500000US060374615013","Block Group 3; Census Tract 4615.01; Los Angeles County; California","2277","304",
"1500000US060374615021","Block Group 1; Census Tract 4615.02; Los Angeles County; California","2276","390",
"1500000US060374615022","Block Group 2; Census Tract 4615.02; Los Angeles County; California","1582","1564",
"1500000US060374615023","Block Group 3; Census Tract 4615.02; Los Angeles County; California","1304","743",
"1500000US060374615024","Block Group 4; Census Tract 4615.02; Los Angeles County; California","2025","196",
"1500000US060374616001","Block Group 1; Census Tract 4616; Los Angeles County; California","1147","132",
"1500000US060374616002","Block Group 2; Census Tract 4616; Los Angeles County; California","1434","611",
"1500000US060374616003","Block Group 3; Census Tract 4616; Los Angeles County; California","2195","157",
"1500000US060374616004","Block Group 4; Census Tract 4616; Los Angeles County; California","2251","32",
"1500000US060374617001","Block Group 1; Census Tract 4617; Los Angeles County; California","3286","504",
"1500000US060374617002","Block Group 2; Census Tract 4617; Los Angeles County; California","2750","486",
"1500000US060374619011","Block Group 1; Census Tract 4619.01; Los Angeles County; California","1506","227",
"1500000US060374619012","Block Group 2; Census Tract 4619.01; Los Angeles County; California","1780","52",
"1500000US060374619013","Block Group 3; Census Tract 4619.01; Los Angeles County; California","1505","270",
"1500000US060374619021","Block Group 1; Census Tract 4619.02; Los Angeles County; California","-","**",
"1500000US060374619022","Block Group 2; Census Tract 4619.02; Los Angeles County; California","2471","209",
"1500000US060374620011","Block Group 1; Census Tract 4620.01; Los Angeles County; California","1763","72",
"1500000US060374620012","Block Group 2; Census Tract 4620.01; Los Angeles County; California","1811","133",
"1500000US060374620021","Block Group 1; Census Tract 4620.02; Los Angeles County; California","1366","139",
"1500000US060374620022","Block Group 2; Census Tract 4620.02; Los Angeles County; California","1336","337",
"1500000US060374620023","Block Group 3; Census Tract 4620.02; Los Angeles County; California","2038","1559",
"1500000US060374621001","Block Group 1; Census Tract 4621; Los Angeles County; California","1325","118",
"1500000US060374621002","Block Group 2; Census Tract 4621; Los Angeles County; California","1880","127",
"1500000US060374621003","Block Group 3; Census Tract 4621; Los Angeles County; California","1688","122",
"1500000US060374622011","Block Group 1; Census Tract 4622.01; Los Angeles County; California","2081","356",
"1500000US060374622012","Block Group 2; Census Tract 4622.01; Los Angeles County; California","-","**",
"1500000US060374622013","Block Group 3; Census Tract 4622.01; Los Angeles County; California","2074","194",
"1500000US060374622021","Block Group 1; Census Tract 4622.02; Los Angeles County; California","2750","116",
"1500000US060374622022","Block Group 2; Census Tract 4622.02; Los Angeles County; California","2433","278",
"1500000US060374623011","Block Group 1; Census Tract 4623.01; Los Angeles County; California","1864","130",
"1500000US060374623012","Block Group 2; Census Tract 4623.01; Los Angeles County; California","1924","150",
"1500000US060374623013","Block Group 3; Census Tract 4623.01; Los Angeles County; California","1975","205",
"1500000US060374623021","Block Group 1; Census Tract 4623.02; Los Angeles County; California","2142","296",
"1500000US060374623022","Block Group 2; Census Tract 4623.02; Los Angeles County; California","1782","310",
"1500000US060374623023","Block Group 3; Census Tract 4623.02; Los Angeles County; California","2324","432",
"1500000US060374624001","Block Group 1; Census Tract 4624; Los Angeles County; California","1804","177",
"1500000US060374624002","Block Group 2; Census Tract 4624; Los Angeles County; California","2782","357",
"1500000US060374624003","Block Group 3; Census Tract 4624; Los Angeles County; California","1884","402",
"1500000US060374624004","Block Group 4; Census Tract 4624; Los Angeles County; California","1741","361",
"1500000US060374625001","Block Group 1; Census Tract 4625; Los Angeles County; California","2491","1987",
"1500000US060374625002","Block Group 2; Census Tract 4625; Los Angeles County; California","-","**",
"1500000US060374625003","Block Group 3; Census Tract 4625; Los Angeles County; California","2055","434",
"1500000US060374625004","Block Group 4; Census Tract 4625; Los Angeles County; California","2269","231",
"1500000US060374626001","Block Group 1; Census Tract 4626; Los Angeles County; California","2629","1458",
"1500000US060374626002","Block Group 2; Census Tract 4626; Los Angeles County; California","1563","1405",
"1500000US060374627001","Block Group 1; Census Tract 4627; Los Angeles County; California","-","**",
"1500000US060374627002","Block Group 2; Census Tract 4627; Los Angeles County; California","1964","603",
"1500000US060374627003","Block Group 3; Census Tract 4627; Los Angeles County; California","1804","457",
"1500000US060374627004","Block Group 4; Census Tract 4627; Los Angeles County; California","1772","114",
"1500000US060374627005","Block Group 5; Census Tract 4627; Los Angeles County; California","1747","137",
"1500000US060374628001","Block Group 1; Census Tract 4628; Los Angeles County; California","2089","439",
"1500000US060374628002","Block Group 2; Census Tract 4628; Los Angeles County; California","2296","284",
"1500000US060374629001","Block Group 1; Census Tract 4629; Los Angeles County; California","2330","277",
"1500000US060374629002","Block Group 2; Census Tract 4629; Los Angeles County; California","-","**",
"1500000US060374629003","Block Group 3; Census Tract 4629; Los Angeles County; California","1906","1813",
"1500000US060374630001","Block Group 1; Census Tract 4630; Los Angeles County; California","-","**",
"1500000US060374630002","Block Group 2; Census Tract 4630; Los Angeles County; California","2731","402",
"1500000US060374631031","Block Group 1; Census Tract 4631.03; Los Angeles County; California","2293","190",
"1500000US060374631032","Block Group 2; Census Tract 4631.03; Los Angeles County; California","3,500+","***",
"1500000US060374631033","Block Group 3; Census Tract 4631.03; Los Angeles County; California","3,500+","***",
"1500000US060374631034","Block Group 4; Census Tract 4631.03; Los Angeles County; California","3,500+","***",
"1500000US060374631035","Block Group 5; Census Tract 4631.03; Los Angeles County; California","1491","414",
"1500000US060374632001","Block Group 1; Census Tract 4632; Los Angeles County; California","1923","191",
"1500000US060374632002","Block Group 2; Census Tract 4632; Los Angeles County; California","2222","774",
"1500000US060374632003","Block Group 3; Census Tract 4632; Los Angeles County; California","2398","451",
"1500000US060374633001","Block Group 1; Census Tract 4633; Los Angeles County; California","1894","118",
"1500000US060374633002","Block Group 2; Census Tract 4633; Los Angeles County; California","3028","506",
"1500000US060374634001","Block Group 1; Census Tract 4634; Los Angeles County; California","2037","242",
"1500000US060374634002","Block Group 2; Census Tract 4634; Los Angeles County; California","2158","725",
"1500000US060374634003","Block Group 3; Census Tract 4634; Los Angeles County; California","2401","930",
"1500000US060374634004","Block Group 4; Census Tract 4634; Los Angeles County; California","2160","312",
"1500000US060374635001","Block Group 1; Census Tract 4635; Los Angeles County; California","2073","245",
"1500000US060374635002","Block Group 2; Census Tract 4635; Los Angeles County; California","2763","430",
"1500000US060374635003","Block Group 3; Census Tract 4635; Los Angeles County; California","2255","142",
"1500000US060374636011","Block Group 1; Census Tract 4636.01; Los Angeles County; California","1940","345",
"1500000US060374636012","Block Group 2; Census Tract 4636.01; Los Angeles County; California","2654","300",
"1500000US060374636013","Block Group 3; Census Tract 4636.01; Los Angeles County; California","2237","152",
"1500000US060374636014","Block Group 4; Census Tract 4636.01; Los Angeles County; California","1954","382",
"1500000US060374636021","Block Group 1; Census Tract 4636.02; Los Angeles County; California","2438","416",
"1500000US060374636022","Block Group 2; Census Tract 4636.02; Los Angeles County; California","2888","847",
"1500000US060374636023","Block Group 3; Census Tract 4636.02; Los Angeles County; California","2336","141",
"1500000US060374636024","Block Group 4; Census Tract 4636.02; Los Angeles County; California","2602","221",
"1500000US060374637001","Block Group 1; Census Tract 4637; Los Angeles County; California","3083","362",
"1500000US060374637002","Block Group 2; Census Tract 4637; Los Angeles County; California","3125","156",
"1500000US060374638001","Block Group 1; Census Tract 4638; Los Angeles County; California","-","**",
"1500000US060374638002","Block Group 2; Census Tract 4638; Los Angeles County; California","2821","1685",
"1500000US060374638003","Block Group 3; Census Tract 4638; Los Angeles County; California","1556","880",
"1500000US060374638004","Block Group 4; Census Tract 4638; Los Angeles County; California","3,500+","***",
"1500000US060374639001","Block Group 1; Census Tract 4639; Los Angeles County; California","2692","672",
"1500000US060374639002","Block Group 2; Census Tract 4639; Los Angeles County; California","3,500+","***",
"1500000US060374639003","Block Group 3; Census Tract 4639; Los Angeles County; California","3300","598",
"1500000US060374640001","Block Group 1; Census Tract 4640; Los Angeles County; California","-","**",
"1500000US060374640002","Block Group 2; Census Tract 4640; Los Angeles County; California","2489","376",
"1500000US060374640003","Block Group 3; Census Tract 4640; Los Angeles County; California","2223","198",
"1500000US060374640004","Block Group 4; Census Tract 4640; Los Angeles County; California","2365","201",
"1500000US060374640005","Block Group 5; Census Tract 4640; Los Angeles County; California","1965","224",
"1500000US060374641011","Block Group 1; Census Tract 4641.01; Los Angeles County; California","-","**",
"1500000US060374641012","Block Group 2; Census Tract 4641.01; Los Angeles County; California","-","**",
"1500000US060374641013","Block Group 3; Census Tract 4641.01; Los Angeles County; California","-","**",
"1500000US060374641021","Block Group 1; Census Tract 4641.02; Los Angeles County; California","3,500+","***",
"1500000US060374641022","Block Group 2; Census Tract 4641.02; Los Angeles County; California","3,500+","***",
"1500000US060374641023","Block Group 3; Census Tract 4641.02; Los Angeles County; California","-","**",
"1500000US060374641024","Block Group 4; Census Tract 4641.02; Los Angeles County; California","-","**",
"1500000US060374642001","Block Group 1; Census Tract 4642; Los Angeles County; California","-","**",
"1500000US060374642002","Block Group 2; Census Tract 4642; Los Angeles County; California","-","**",
"1500000US060374642003","Block Group 3; Census Tract 4642; Los Angeles County; California","3,500+","***",
"1500000US060374642004","Block Group 4; Census Tract 4642; Los Angeles County; California","-","**",
"1500000US060374642005","Block Group 5; Census Tract 4642; Los Angeles County; California","3,500+","***",
"1500000US060374642006","Block Group 6; Census Tract 4642; Los Angeles County; California","3,500+","***",
"1500000US060374800021","Block Group 1; Census Tract 4800.02; Los Angeles County; California","3417","667",
"1500000US060374800022","Block Group 2; Census Tract 4800.02; Los Angeles County; California","3,500+","***",
"1500000US060374800023","Block Group 3; Census Tract 4800.02; Los Angeles County; California","2875","1381",
"1500000US060374800111","Block Group 1; Census Tract 4800.11; Los Angeles County; California","1743","121",
"1500000US060374800112","Block Group 2; Census Tract 4800.11; Los Angeles County; California","1885","204",
"1500000US060374800121","Block Group 1; Census Tract 4800.12; Los Angeles County; California","1750","198",
"1500000US060374800122","Block Group 2; Census Tract 4800.12; Los Angeles County; California","1578","216",
"1500000US060374800123","Block Group 3; Census Tract 4800.12; Los Angeles County; California","1812","164",
"1500000US060374800124","Block Group 4; Census Tract 4800.12; Los Angeles County; California","2169","537",
"1500000US060374801011","Block Group 1; Census Tract 4801.01; Los Angeles County; California","2286","97",
"1500000US060374801012","Block Group 2; Census Tract 4801.01; Los Angeles County; California","1983","347",
"1500000US060374801013","Block Group 3; Census Tract 4801.01; Los Angeles County; California","1831","133",
"1500000US060374801021","Block Group 1; Census Tract 4801.02; Los Angeles County; California","1854","368",
"1500000US060374801022","Block Group 2; Census Tract 4801.02; Los Angeles County; California","-","**",
"1500000US060374801023","Block Group 3; Census Tract 4801.02; Los Angeles County; California","2180","331",
"1500000US060374801024","Block Group 4; Census Tract 4801.02; Los Angeles County; California","2263","426",
"1500000US060374802011","Block Group 1; Census Tract 4802.01; Los Angeles County; California","-","**",
"1500000US060374802012","Block Group 2; Census Tract 4802.01; Los Angeles County; California","3321","704",
"1500000US060374802013","Block Group 3; Census Tract 4802.01; Los Angeles County; California","2668","162",
"1500000US060374802021","Block Group 1; Census Tract 4802.02; Los Angeles County; California","2226","77",
"1500000US060374802022","Block Group 2; Census Tract 4802.02; Los Angeles County; California","1661","567",
