"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1500000US060371411011","Block Group 1; Census Tract 1411.01; Los Angeles County; California","2185","397",
"1500000US060371411012","Block Group 2; Census Tract 1411.01; Los Angeles County; California","2155","350",
"1500000US060371411013","Block Group 3; Census Tract 1411.01; Los Angeles County; California","1796","285",
"1500000US060371411021","Block Group 1; Census Tract 1411.02; Los Angeles County; California","2027","514",
"1500000US060371411022","Block Group 2; Census Tract 1411.02; Los Angeles County; California","2273","80",
"1500000US060371412011","Block Group 1; Census Tract 1412.01; Los Angeles County; California","2148","225",
"1500000US060371412012","Block Group 2; Census Tract 1412.01; Los Angeles County; California","2000","209",
"1500000US060371412013","Block Group 3; Census Tract 1412.01; Los Angeles County; California","2119","146",
"1500000US060371412021","Block Group 1; Census Tract 1412.02; Los Angeles County; California","-","**",
"1500000US060371412022","Block Group 2; Census Tract 1412.02; Los Angeles County; California","2328","138",
"1500000US060371412023","Block Group 3; Census Tract 1412.02; Los Angeles County; California","2218","143",
"1500000US060371413031","Block Group 1; Census Tract 1413.03; Los Angeles County; California","2197","322",
"1500000US060371413032","Block Group 2; Census Tract 1413.03; Los Angeles County; California","2299","284",
"1500000US060371413041","Block Group 1; Census Tract 1413.04; Los Angeles County; California","1896","466",
"1500000US060371413042","Block Group 2; Census Tract 1413.04; Los Angeles County; California","2242","167",
"1500000US060371413051","Block Group 1; Census Tract 1413.05; Los Angeles County; California","2048","1062",
"1500000US060371413052","Block Group 2; Census Tract 1413.05; Los Angeles County; California","1992","260",
"1500000US060371413061","Block Group 1; Census Tract 1413.06; Los Angeles County; California","2386","368",
"1500000US060371413062","Block Group 2; Census Tract 1413.06; Los Angeles County; California","2630","205",
"1500000US060371414001","Block Group 1; Census Tract 1414; Los Angeles County; California","2326","241",
"1500000US060371414002","Block Group 2; Census Tract 1414; Los Angeles County; California","2300","1084",
"1500000US060371414003","Block Group 3; Census Tract 1414; Los Angeles County; California","2506","1044",
"1500000US060371415001","Block Group 1; Census Tract 1415; Los Angeles County; California","-","**",
"1500000US060371416001","Block Group 1; Census Tract 1416; Los Angeles County; California","3,500+","***",
"1500000US060371416002","Block Group 2; Census Tract 1416; Los Angeles County; California","3,500+","***",
"1500000US060371416003","Block Group 3; Census Tract 1416; Los Angeles County; California","-","**",
"1500000US060371417001","Block Group 1; Census Tract 1417; Los Angeles County; California","3,500+","***",
"1500000US060371417002","Block Group 2; Census Tract 1417; Los Angeles County; California","-","**",
"1500000US060371417003","Block Group 3; Census Tract 1417; Los Angeles County; California","-","**",
"1500000US060371431011","Block Group 1; Census Tract 1431.01; Los Angeles County; California","-","**",
"1500000US060371431012","Block Group 2; Census Tract 1431.01; Los Angeles County; California","2267","353",
"1500000US060371431021","Block Group 1; Census Tract 1431.02; Los Angeles County; California","2303","244",
"1500000US060371432001","Block Group 1; Census Tract 1432; Los Angeles County; California","1715","331",
"1500000US060371432002","Block Group 2; Census Tract 1432; Los Angeles County; California","2184","666",
"1500000US060371432003","Block Group 3; Census Tract 1432; Los Angeles County; California","1646","240",
"1500000US060371433011","Block Group 1; Census Tract 1433.01; Los Angeles County; California","1869","211",
"1500000US060371433012","Block Group 2; Census Tract 1433.01; Los Angeles County; California","1845","265",
"1500000US060371433021","Block Group 1; Census Tract 1433.02; Los Angeles County; California","1798","780",
"1500000US060371433022","Block Group 2; Census Tract 1433.02; Los Angeles County; California","2238","251",
"1500000US060371433023","Block Group 3; Census Tract 1433.02; Los Angeles County; California","1881","446",
"1500000US060371434011","Block Group 1; Census Tract 1434.01; Los Angeles County; California","3150","957",
"1500000US060371434012","Block Group 2; Census Tract 1434.01; Los Angeles County; California","1949","431",
"1500000US060371434013","Block Group 3; Census Tract 1434.01; Los Angeles County; California","2560","544",
"1500000US060371434021","Block Group 1; Census Tract 1434.02; Los Angeles County; California","2471","328",
"1500000US060371434022","Block Group 2; Census Tract 1434.02; Los Angeles County; California","2059","312",
"1500000US060371435001","Block Group 1; Census Tract 1435; Los Angeles County; California","3309","941",
"1500000US060371435002","Block Group 2; Census Tract 1435; Los Angeles County; California","2471","1370",
"1500000US060371435003","Block Group 3; Census Tract 1435; Los Angeles County; California","2357","282",
"1500000US060371435004","Block Group 4; Census Tract 1435; Los Angeles County; California","3,500+","***",
"1500000US060371436021","Block Group 1; Census Tract 1436.02; Los Angeles County; California","2005","1978",
"1500000US060371436022","Block Group 2; Census Tract 1436.02; Los Angeles County; California","1821","175",
"1500000US060371436023","Block Group 3; Census Tract 1436.02; Los Angeles County; California","1585","550",
"1500000US060371436031","Block Group 1; Census Tract 1436.03; Los Angeles County; California","2134","216",
"1500000US060371436032","Block Group 2; Census Tract 1436.03; Los Angeles County; California","1995","297",
"1500000US060371436051","Block Group 1; Census Tract 1436.05; Los Angeles County; California","2986","616",
"1500000US060371436061","Block Group 1; Census Tract 1436.06; Los Angeles County; California","2260","169",
"1500000US060371437001","Block Group 1; Census Tract 1437; Los Angeles County; California","1952","247",
"1500000US060371437002","Block Group 2; Census Tract 1437; Los Angeles County; California","1780","77",
"1500000US060371437003","Block Group 3; Census Tract 1437; Los Angeles County; California","2492","837",
"1500000US060371438011","Block Group 1; Census Tract 1438.01; Los Angeles County; California","2589","360",
"1500000US060371438012","Block Group 2; Census Tract 1438.01; Los Angeles County; California","2868","1251",
"1500000US060371438021","Block Group 1; Census Tract 1438.02; Los Angeles County; California","2135","667",
"1500000US060371438022","Block Group 2; Census Tract 1438.02; Los Angeles County; California","2804","1373",
"1500000US060371439011","Block Group 1; Census Tract 1439.01; Los Angeles County; California","3210","286",
"1500000US060371439012","Block Group 2; Census Tract 1439.01; Los Angeles County; California","-","**",
"1500000US060371439013","Block Group 3; Census Tract 1439.01; Los Angeles County; California","3,500+","***",
"1500000US060371439021","Block Group 1; Census Tract 1439.02; Los Angeles County; California","2308","95",
"1500000US060371439022","Block Group 2; Census Tract 1439.02; Los Angeles County; California","-","**",
"1500000US060371810001","Block Group 1; Census Tract 1810; Los Angeles County; California","1950","382",
"1500000US060371810002","Block Group 2; Census Tract 1810; Los Angeles County; California","2707","984",
"1500000US060371810003","Block Group 3; Census Tract 1810; Los Angeles County; California","-","**",
"1500000US060371810004","Block Group 4; Census Tract 1810; Los Angeles County; California","2337","851",
"1500000US060371810005","Block Group 5; Census Tract 1810; Los Angeles County; California","1893","362",
"1500000US060371813001","Block Group 1; Census Tract 1813; Los Angeles County; California","2108","557",
"1500000US060371813002","Block Group 2; Census Tract 1813; Los Angeles County; California","1435","1286",
"1500000US060371813003","Block Group 3; Census Tract 1813; Los Angeles County; California","1511","313",
"1500000US060371814001","Block Group 1; Census Tract 1814; Los Angeles County; California","1827","345",
"1500000US060371814002","Block Group 2; Census Tract 1814; Los Angeles County; California","1616","282",
"1500000US060371814003","Block Group 3; Census Tract 1814; Los Angeles County; California","1947","179",
"1500000US060371815001","Block Group 1; Census Tract 1815; Los Angeles County; California","2667","782",
"1500000US060371815002","Block Group 2; Census Tract 1815; Los Angeles County; California","1963","450",
"1500000US060371815003","Block Group 3; Census Tract 1815; Los Angeles County; California","3147","1867",
"1500000US060371816001","Block Group 1; Census Tract 1816; Los Angeles County; California","2301","328",
"1500000US060371816002","Block Group 2; Census Tract 1816; Los Angeles County; California","1632","274",
"1500000US060371831011","Block Group 1; Census Tract 1831.01; Los Angeles County; California","1338","651",
"1500000US060371831012","Block Group 2; Census Tract 1831.01; Los Angeles County; California","2156","1013",
"1500000US060371831013","Block Group 3; Census Tract 1831.01; Los Angeles County; California","1730","124",
"1500000US060371831031","Block Group 1; Census Tract 1831.03; Los Angeles County; California","1732","230",
"1500000US060371831032","Block Group 2; Census Tract 1831.03; Los Angeles County; California","1826","183",
"1500000US060371831041","Block Group 1; Census Tract 1831.04; Los Angeles County; California","1807","127",
"1500000US060371832201","Block Group 1; Census Tract 1832.20; Los Angeles County; California","2317","943",
"1500000US060371832202","Block Group 2; Census Tract 1832.20; Los Angeles County; California","1469","288",
"1500000US060371832203","Block Group 3; Census Tract 1832.20; Los Angeles County; California","1821","353",
"1500000US060371832211","Block Group 1; Census Tract 1832.21; Los Angeles County; California","967","874",
"1500000US060371832212","Block Group 2; Census Tract 1832.21; Los Angeles County; California","1913","258",
"1500000US060371832221","Block Group 1; Census Tract 1832.22; Los Angeles County; California","1482","378",
"1500000US060371832222","Block Group 2; Census Tract 1832.22; Los Angeles County; California","602","210",
"1500000US060371832223","Block Group 3; Census Tract 1832.22; Los Angeles County; California","3104","1108",
"1500000US060371833001","Block Group 1; Census Tract 1833; Los Angeles County; California","2229","205",
"1500000US060371833002","Block Group 2; Census Tract 1833; Los Angeles County; California","1426","238",
"1500000US060371833003","Block Group 3; Census Tract 1833; Los Angeles County; California","2064","228",
"1500000US060371834011","Block Group 1; Census Tract 1834.01; Los Angeles County; California","1722","402",
"1500000US060371834012","Block Group 2; Census Tract 1834.01; Los Angeles County; California","1893","156",
"1500000US060371834021","Block Group 1; Census Tract 1834.02; Los Angeles County; California","1903","347",
"1500000US060371834022","Block Group 2; Census Tract 1834.02; Los Angeles County; California","1638","221",
"1500000US060371835101","Block Group 1; Census Tract 1835.10; Los Angeles County; California","1820","533",
"1500000US060371835102","Block Group 2; Census Tract 1835.10; Los Angeles County; California","1983","931",
"1500000US060371835201","Block Group 1; Census Tract 1835.20; Los Angeles County; California","1476","262",
"1500000US060371835202","Block Group 2; Census Tract 1835.20; Los Angeles County; California","1439","139",
"1500000US060371836101","Block Group 1; Census Tract 1836.10; Los Angeles County; California","1863","200",
"1500000US060371836102","Block Group 2; Census Tract 1836.10; Los Angeles County; California","1825","508",
"1500000US060371836201","Block Group 1; Census Tract 1836.20; Los Angeles County; California","1506","213",
"1500000US060371836202","Block Group 2; Census Tract 1836.20; Los Angeles County; California","-","**",
"1500000US060371837011","Block Group 1; Census Tract 1837.01; Los Angeles County; California","2054","329",
"1500000US060371837012","Block Group 2; Census Tract 1837.01; Los Angeles County; California","990","780",
"1500000US060371837013","Block Group 3; Census Tract 1837.01; Los Angeles County; California","1710","296",
"1500000US060371837021","Block Group 1; Census Tract 1837.02; Los Angeles County; California","2107","258",
"1500000US060371837022","Block Group 2; Census Tract 1837.02; Los Angeles County; California","1350","907",
"1500000US060371838101","Block Group 1; Census Tract 1838.10; Los Angeles County; California","1438","308",
"1500000US060371838102","Block Group 2; Census Tract 1838.10; Los Angeles County; California","1761","205",
"1500000US060371838201","Block Group 1; Census Tract 1838.20; Los Angeles County; California","1403","412",
"1500000US060371838202","Block Group 2; Census Tract 1838.20; Los Angeles County; California","1591","193",
"1500000US060371851011","Block Group 1; Census Tract 1851.01; Los Angeles County; California","1617","177",
"1500000US060371851012","Block Group 2; Census Tract 1851.01; Los Angeles County; California","2013","326",
"1500000US060371851021","Block Group 1; Census Tract 1851.02; Los Angeles County; California","3,500+","***",
"1500000US060371851022","Block Group 2; Census Tract 1851.02; Los Angeles County; California","3,500+","***",
"1500000US060371852021","Block Group 1; Census Tract 1852.02; Los Angeles County; California","1872","896",
"1500000US060371852022","Block Group 2; Census Tract 1852.02; Los Angeles County; California","1330","471",
"1500000US060371852023","Block Group 3; Census Tract 1852.02; Los Angeles County; California","2207","130",
"1500000US060371852031","Block Group 1; Census Tract 1852.03; Los Angeles County; California","1659","397",
"1500000US060371852032","Block Group 2; Census Tract 1852.03; Los Angeles County; California","1615","581",
"1500000US060371852041","Block Group 1; Census Tract 1852.04; Los Angeles County; California","2650","1344",
"1500000US060371852042","Block Group 2; Census Tract 1852.04; Los Angeles County; California","2646","1292",
"1500000US060371853101","Block Group 1; Census Tract 1853.10; Los Angeles County; California","1588","195",
"1500000US060371853102","Block Group 2; Census Tract 1853.10; Los Angeles County; California","1694","195",
"1500000US060371853201","Block Group 1; Census Tract 1853.20; Los Angeles County; California","1199","246",
"1500000US060371853202","Block Group 2; Census Tract 1853.20; Los Angeles County; California","1143","305",
"1500000US060371861001","Block Group 1; Census Tract 1861; Los Angeles County; California","1626","285",
"1500000US060371861002","Block Group 2; Census Tract 1861; Los Angeles County; California","1948","1288",
"1500000US060371861003","Block Group 3; Census Tract 1861; Los Angeles County; California","2055","247",
"1500000US060371861004","Block Group 4; Census Tract 1861; Los Angeles County; California","1467","324",
"1500000US060371862011","Block Group 1; Census Tract 1862.01; Los Angeles County; California","1801","61",
"1500000US060371862012","Block Group 2; Census Tract 1862.01; Los Angeles County; California","1096","481",
"1500000US060371862021","Block Group 1; Census Tract 1862.02; Los Angeles County; California","2682","607",
"1500000US060371862022","Block Group 2; Census Tract 1862.02; Los Angeles County; California","1870","234",
"1500000US060371862031","Block Group 1; Census Tract 1862.03; Los Angeles County; California","3,500+","***",
"1500000US060371862032","Block Group 2; Census Tract 1862.03; Los Angeles County; California","2740","275",
"1500000US060371863011","Block Group 1; Census Tract 1863.01; Los Angeles County; California","2059","229",
"1500000US060371863012","Block Group 2; Census Tract 1863.01; Los Angeles County; California","1698","82",
"1500000US060371863013","Block Group 3; Census Tract 1863.01; Los Angeles County; California","1690","123",
"1500000US060371863021","Block Group 1; Census Tract 1863.02; Los Angeles County; California","1853","325",
"1500000US060371863022","Block Group 2; Census Tract 1863.02; Los Angeles County; California","2088","411",
"1500000US060371863023","Block Group 3; Census Tract 1863.02; Los Angeles County; California","1723","356",
"1500000US060371864011","Block Group 1; Census Tract 1864.01; Los Angeles County; California","1740","132",
"1500000US060371864012","Block Group 2; Census Tract 1864.01; Los Angeles County; California","1660","343",
"1500000US060371864031","Block Group 1; Census Tract 1864.03; Los Angeles County; California","1603","243",
"1500000US060371864032","Block Group 2; Census Tract 1864.03; Los Angeles County; California","1727","163",
"1500000US060371864041","Block Group 1; Census Tract 1864.04; Los Angeles County; California","1960","194",
"1500000US060371864042","Block Group 2; Census Tract 1864.04; Los Angeles County; California","1669","421",
"1500000US060371871011","Block Group 1; Census Tract 1871.01; Los Angeles County; California","1795","156",
"1500000US060371871012","Block Group 2; Census Tract 1871.01; Los Angeles County; California","2326","344",
"1500000US060371871021","Block Group 1; Census Tract 1871.02; Los Angeles County; California","1594","754",
"1500000US060371871022","Block Group 2; Census Tract 1871.02; Los Angeles County; California","1563","223",
"1500000US060371872001","Block Group 1; Census Tract 1872; Los Angeles County; California","1693","400",
"1500000US060371872002","Block Group 2; Census Tract 1872; Los Angeles County; California","2485","429",
"1500000US060371873001","Block Group 1; Census Tract 1873; Los Angeles County; California","2156","382",
"1500000US060371873002","Block Group 2; Census Tract 1873; Los Angeles County; California","2431","412",
"1500000US060371881001","Block Group 1; Census Tract 1881; Los Angeles County; California","2253","203",
"1500000US060371881002","Block Group 2; Census Tract 1881; Los Angeles County; California","1858","260",
"1500000US060371881003","Block Group 3; Census Tract 1881; Los Angeles County; California","1459","321",
"1500000US060371882011","Block Group 1; Census Tract 1882.01; Los Angeles County; California","2458","174",
"1500000US060371882012","Block Group 2; Census Tract 1882.01; Los Angeles County; California","1896","507",
"1500000US060371882013","Block Group 3; Census Tract 1882.01; Los Angeles County; California","2073","177",
"1500000US060371882021","Block Group 1; Census Tract 1882.02; Los Angeles County; California","2118","444",
"1500000US060371882022","Block Group 2; Census Tract 1882.02; Los Angeles County; California","-","**",
"1500000US060371882023","Block Group 3; Census Tract 1882.02; Los Angeles County; California","2061","428",
"1500000US060371883001","Block Group 1; Census Tract 1883; Los Angeles County; California","1775","1274",
"1500000US060371883002","Block Group 2; Census Tract 1883; Los Angeles County; California","2914","640",
"1500000US060371883003","Block Group 3; Census Tract 1883; Los Angeles County; California","2522","1812",
"1500000US060371891011","Block Group 1; Census Tract 1891.01; Los Angeles County; California","2458","456",
"1500000US060371891012","Block Group 2; Census Tract 1891.01; Los Angeles County; California","2361","382",
"1500000US060371891013","Block Group 3; Census Tract 1891.01; Los Angeles County; California","2053","183",
"1500000US060371891021","Block Group 1; Census Tract 1891.02; Los Angeles County; California","2063","326",
"1500000US060371891022","Block Group 2; Census Tract 1891.02; Los Angeles County; California","2226","157",
"1500000US060371891023","Block Group 3; Census Tract 1891.02; Los Angeles County; California","1978","293",
"1500000US060371892011","Block Group 1; Census Tract 1892.01; Los Angeles County; California","1989","296",
"1500000US060371892012","Block Group 2; Census Tract 1892.01; Los Angeles County; California","1826","141",
"1500000US060371892021","Block Group 1; Census Tract 1892.02; Los Angeles County; California","2386","2176",
"1500000US060371892022","Block Group 2; Census Tract 1892.02; Los Angeles County; California","1903","1069",
"1500000US060371892023","Block Group 3; Census Tract 1892.02; Los Angeles County; California","2508","667",
"1500000US060371893001","Block Group 1; Census Tract 1893; Los Angeles County; California","-","**",
"1500000US060371893002","Block Group 2; Census Tract 1893; Los Angeles County; California","-","**",
"1500000US060371893003","Block Group 3; Census Tract 1893; Los Angeles County; California","1667","391",
"1500000US060371894001","Block Group 1; Census Tract 1894; Los Angeles County; California","-","**",
"1500000US060371894002","Block Group 2; Census Tract 1894; Los Angeles County; California","2500","1265",
"1500000US060371894003","Block Group 3; Census Tract 1894; Los Angeles County; California","2585","269",
"1500000US060371895011","Block Group 1; Census Tract 1895.01; Los Angeles County; California","2398","260",
"1500000US060371895012","Block Group 2; Census Tract 1895.01; Los Angeles County; California","1988","216",
"1500000US060371895021","Block Group 1; Census Tract 1895.02; Los Angeles County; California","1618","165",
"1500000US060371895022","Block Group 2; Census Tract 1895.02; Los Angeles County; California","2161","184",
"1500000US060371896001","Block Group 1; Census Tract 1896; Los Angeles County; California","1890","187",
"1500000US060371896002","Block Group 2; Census Tract 1896; Los Angeles County; California","2074","260",
"1500000US060371896003","Block Group 3; Census Tract 1896; Los Angeles County; California","-","**",
"1500000US060371897021","Block Group 1; Census Tract 1897.02; Los Angeles County; California","-","**",
"1500000US060371897022","Block Group 2; Census Tract 1897.02; Los Angeles County; California","1881","156",
"1500000US060371897031","Block Group 1; Census Tract 1897.03; Los Angeles County; California","3055","820",
"1500000US060371897032","Block Group 2; Census Tract 1897.03; Los Angeles County; California","2911","789",
"1500000US060371897041","Block Group 1; Census Tract 1897.04; Los Angeles County; California","1732","582",
"1500000US060371897042","Block Group 2; Census Tract 1897.04; Los Angeles County; California","2348","113",
"1500000US060371898011","Block Group 1; Census Tract 1898.01; Los Angeles County; California","2090","217",
"1500000US060371898012","Block Group 2; Census Tract 1898.01; Los Angeles County; California","1994","543",
"1500000US060371898021","Block Group 1; Census Tract 1898.02; Los Angeles County; California","2116","368",
"1500000US060371898022","Block Group 2; Census Tract 1898.02; Los Angeles County; California","2043","366",
"1500000US060371899031","Block Group 1; Census Tract 1899.03; Los Angeles County; California","2662","252",
"1500000US060371899032","Block Group 2; Census Tract 1899.03; Los Angeles County; California","2239","127",
"1500000US060371899041","Block Group 1; Census Tract 1899.04; Los Angeles County; California","1847","205",
"1500000US060371899042","Block Group 2; Census Tract 1899.04; Los Angeles County; California","2163","215",
"1500000US060371899051","Block Group 1; Census Tract 1899.05; Los Angeles County; California","2034","256",
"1500000US060371899052","Block Group 2; Census Tract 1899.05; Los Angeles County; California","2060","147",
"1500000US060371899061","Block Group 1; Census Tract 1899.06; Los Angeles County; California","2567","311",
"1500000US060371899062","Block Group 2; Census Tract 1899.06; Los Angeles County; California","2081","245",
"1500000US060371899071","Block Group 1; Census Tract 1899.07; Los Angeles County; California","2144","288",
"1500000US060371899072","Block Group 2; Census Tract 1899.07; Los Angeles County; California","2086","208",
"1500000US060371901011","Block Group 1; Census Tract 1901.01; Los Angeles County; California","1440","79",
"1500000US060371901012","Block Group 2; Census Tract 1901.01; Los Angeles County; California","1543","133",
"1500000US060371901021","Block Group 1; Census Tract 1901.02; Los Angeles County; California","2005","255",
"1500000US060371901022","Block Group 2; Census Tract 1901.02; Los Angeles County; California","2064","468",
"1500000US060371902011","Block Group 1; Census Tract 1902.01; Los Angeles County; California","1349","145",
"1500000US060371902012","Block Group 2; Census Tract 1902.01; Los Angeles County; California","1680","96",
"1500000US060371902021","Block Group 1; Census Tract 1902.02; Los Angeles County; California","1542","333",
"1500000US060371902022","Block Group 2; Census Tract 1902.02; Los Angeles County; California","1935","193",
"1500000US060371902023","Block Group 3; Census Tract 1902.02; Los Angeles County; California","1639","956",
"1500000US060371903021","Block Group 1; Census Tract 1903.02; Los Angeles County; California","2158","182",
"1500000US060371903022","Block Group 2; Census Tract 1903.02; Los Angeles County; California","1707","123",
"1500000US060371903031","Block Group 1; Census Tract 1903.03; Los Angeles County; California","1299","268",
"1500000US060371903032","Block Group 2; Census Tract 1903.03; Los Angeles County; California","1181","135",
"1500000US060371904011","Block Group 1; Census Tract 1904.01; Los Angeles County; California","1729","140",
"1500000US060371904012","Block Group 2; Census Tract 1904.01; Los Angeles County; California","1534","169",
"1500000US060371904013","Block Group 3; Census Tract 1904.01; Los Angeles County; California","1775","50",
"1500000US060371904021","Block Group 1; Census Tract 1904.02; Los Angeles County; California","1832","316",
"1500000US060371904022","Block Group 2; Census Tract 1904.02; Los Angeles County; California","1667","303",
"1500000US060371905101","Block Group 1; Census Tract 1905.10; Los Angeles County; California","1548","214",
"1500000US060371905102","Block Group 2; Census Tract 1905.10; Los Angeles County; California","1945","195",
"1500000US060371905201","Block Group 1; Census Tract 1905.20; Los Angeles County; California","1788","181",
"1500000US060371905202","Block Group 2; Census Tract 1905.20; Los Angeles County; California","1439","137",
"1500000US060371907011","Block Group 1; Census Tract 1907.01; Los Angeles County; California","1054","576",
"1500000US060371907012","Block Group 2; Census Tract 1907.01; Los Angeles County; California","1326","310",
"1500000US060371907021","Block Group 1; Census Tract 1907.02; Los Angeles County; California","1891","557",
"1500000US060371907022","Block Group 2; Census Tract 1907.02; Los Angeles County; California","1862","259",
"1500000US060371908011","Block Group 1; Census Tract 1908.01; Los Angeles County; California","1567","269",
"1500000US060371908012","Block Group 2; Census Tract 1908.01; Los Angeles County; California","1078","484",
"1500000US060371908021","Block Group 1; Census Tract 1908.02; Los Angeles County; California","1657","225",
"1500000US060371908022","Block Group 2; Census Tract 1908.02; Los Angeles County; California","2508","395",
"1500000US060371908023","Block Group 3; Census Tract 1908.02; Los Angeles County; California","1414","175",
"1500000US060371909011","Block Group 1; Census Tract 1909.01; Los Angeles County; California","1436","300",
"1500000US060371909012","Block Group 2; Census Tract 1909.01; Los Angeles County; California","1301","144",
"1500000US060371909013","Block Group 3; Census Tract 1909.01; Los Angeles County; California","1445","268",
"1500000US060371909021","Block Group 1; Census Tract 1909.02; Los Angeles County; California","1808","119",
"1500000US060371909022","Block Group 2; Census Tract 1909.02; Los Angeles County; California","1514","298",
"1500000US060371909023","Block Group 3; Census Tract 1909.02; Los Angeles County; California","1464","265",
"1500000US060371910001","Block Group 1; Census Tract 1910; Los Angeles County; California","2063","617",
"1500000US060371910002","Block Group 2; Census Tract 1910; Los Angeles County; California","1564","404",
"1500000US060371910003","Block Group 3; Census Tract 1910; Los Angeles County; California","3405","389",
"1500000US060371911101","Block Group 1; Census Tract 1911.10; Los Angeles County; California","1285","259",
"1500000US060371911102","Block Group 2; Census Tract 1911.10; Los Angeles County; California","1457","229",
"1500000US060371911201","Block Group 1; Census Tract 1911.20; Los Angeles County; California","1535","301",
"1500000US060371911202","Block Group 2; Census Tract 1911.20; Los Angeles County; California","1447","137",
"1500000US060371912011","Block Group 1; Census Tract 1912.01; Los Angeles County; California","1555","169",
"1500000US060371912012","Block Group 2; Census Tract 1912.01; Los Angeles County; California","1372","182",
"1500000US060371912031","Block Group 1; Census Tract 1912.03; Los Angeles County; California","1390","179",
"1500000US060371912032","Block Group 2; Census Tract 1912.03; Los Angeles County; California","1847","636",
"1500000US060371912041","Block Group 1; Census Tract 1912.04; Los Angeles County; California","1508","110",
"1500000US060371913011","Block Group 1; Census Tract 1913.01; Los Angeles County; California","1777","158",
"1500000US060371913012","Block Group 2; Census Tract 1913.01; Los Angeles County; California","1294","290",
"1500000US060371913021","Block Group 1; Census Tract 1913.02; Los Angeles County; California","1828","137",
"1500000US060371913022","Block Group 2; Census Tract 1913.02; Los Angeles County; California","1409","197",
"1500000US060371914101","Block Group 1; Census Tract 1914.10; Los Angeles County; California","1178","134",
"1500000US060371914102","Block Group 2; Census Tract 1914.10; Los Angeles County; California","1448","125",
"1500000US060371914201","Block Group 1; Census Tract 1914.20; Los Angeles County; California","1426","156",
"1500000US060371914202","Block Group 2; Census Tract 1914.20; Los Angeles County; California","2223","92",
"1500000US060371915001","Block Group 1; Census Tract 1915; Los Angeles County; California","1318","1023",
"1500000US060371915002","Block Group 2; Census Tract 1915; Los Angeles County; California","1391","214",
"1500000US060371915003","Block Group 3; Census Tract 1915; Los Angeles County; California","1642","155",
"1500000US060371916101","Block Group 1; Census Tract 1916.10; Los Angeles County; California","1609","184",
"1500000US060371916102","Block Group 2; Census Tract 1916.10; Los Angeles County; California","1707","171",
"1500000US060371916201","Block Group 1; Census Tract 1916.20; Los Angeles County; California","1535","148",
"1500000US060371917101","Block Group 1; Census Tract 1917.10; Los Angeles County; California","1310","263",
"1500000US060371917102","Block Group 2; Census Tract 1917.10; Los Angeles County; California","1196","169",
"1500000US060371917201","Block Group 1; Census Tract 1917.20; Los Angeles County; California","1323","191",
"1500000US060371917202","Block Group 2; Census Tract 1917.20; Los Angeles County; California","1234","95",
"1500000US060371918101","Block Group 1; Census Tract 1918.10; Los Angeles County; California","1789","158",
"1500000US060371918102","Block Group 2; Census Tract 1918.10; Los Angeles County; California","1839","160",
"1500000US060371918103","Block Group 3; Census Tract 1918.10; Los Angeles County; California","1746","275",
"1500000US060371918201","Block Group 1; Census Tract 1918.20; Los Angeles County; California","2564","939",
"1500000US060371918202","Block Group 2; Census Tract 1918.20; Los Angeles County; California","1651","248",
"1500000US060371918203","Block Group 3; Census Tract 1918.20; Los Angeles County; California","1851","470",
"1500000US060371919011","Block Group 1; Census Tract 1919.01; Los Angeles County; California","1922","198",
"1500000US060371919012","Block Group 2; Census Tract 1919.01; Los Angeles County; California","2240","138",
"1500000US060371919021","Block Group 1; Census Tract 1919.02; Los Angeles County; California","2620","308",
"1500000US060371919022","Block Group 2; Census Tract 1919.02; Los Angeles County; California","2098","256",
"1500000US060371920011","Block Group 1; Census Tract 1920.01; Los Angeles County; California","1618","612",
"1500000US060371920012","Block Group 2; Census Tract 1920.01; Los Angeles County; California","2268","690",
"1500000US060371920021","Block Group 1; Census Tract 1920.02; Los Angeles County; California","2316","253",
"1500000US060371920022","Block Group 2; Census Tract 1920.02; Los Angeles County; California","2741","1130",
"1500000US060371920023","Block Group 3; Census Tract 1920.02; Los Angeles County; California","1883","251",
"1500000US060371923001","Block Group 1; Census Tract 1923; Los Angeles County; California","2571","386",
"1500000US060371923002","Block Group 2; Census Tract 1923; Los Angeles County; California","1714","1121",
"1500000US060371923003","Block Group 3; Census Tract 1923; Los Angeles County; California","2182","245",
"1500000US060371924101","Block Group 1; Census Tract 1924.10; Los Angeles County; California","1815","176",
"1500000US060371924102","Block Group 2; Census Tract 1924.10; Los Angeles County; California","1901","134",
"1500000US060371924103","Block Group 3; Census Tract 1924.10; Los Angeles County; California","3,500+","***",
"1500000US060371924104","Block Group 4; Census Tract 1924.10; Los Angeles County; California","2657","508",
"1500000US060371924201","Block Group 1; Census Tract 1924.20; Los Angeles County; California","1837","102",
"1500000US060371924202","Block Group 2; Census Tract 1924.20; Los Angeles County; California","1894","139",
"1500000US060371925101","Block Group 1; Census Tract 1925.10; Los Angeles County; California","1963","225",
"1500000US060371925102","Block Group 2; Census Tract 1925.10; Los Angeles County; California","1608","350",
"1500000US060371925201","Block Group 1; Census Tract 1925.20; Los Angeles County; California","1735","439",
"1500000US060371925202","Block Group 2; Census Tract 1925.20; Los Angeles County; California","1637","240",
"1500000US060371926101","Block Group 1; Census Tract 1926.10; Los Angeles County; California","1224","124",
